id,value,feed_id,created_at,lat,lon,ele
0F375FHGAKV1BBFPGQ3RV8JAYS,461,2300344,2022-08-12 23:03:09 UTC,,,
0F375G6G0DK8SNRVVN5WD7A68J,470,2300344,2022-08-12 23:04:18 UTC,,,
0F375GVRKRMZK2KGS06MV9AS4E,482,2300344,2022-08-12 23:05:28 UTC,,,
0F375HGRPPQ87V2R6YK093V7X1,483,2300344,2022-08-12 23:06:37 UTC,,,
0F375J5MQ7HEW9RHNS8CG09DVD,454,2300344,2022-08-12 23:07:45 UTC,,,
0F375JTJJC40CT81E3FHK5922P,461,2300344,2022-08-12 23:08:54 UTC,,,
0F375KFJ5YE3HMPC1NS7KPWGA5,471,2300344,2022-08-12 23:10:02 UTC,,,
0F375M4NKGF47A292SP263FS20,468,2300344,2022-08-12 23:11:12 UTC,,,
0F375MSHCJAB8G83FZQ44SPND0,481,2300344,2022-08-12 23:12:20 UTC,,,
0F375NEQEJGX5480R5R8JZDKFH,464,2300344,2022-08-12 23:13:29 UTC,,,
0F375P3JAG2XGXMGZ1BA5HMZVJ,464,2300344,2022-08-12 23:14:38 UTC,,,
0F375PRVMDNNRDP54N1BFERE2J,462,2300344,2022-08-12 23:15:48 UTC,,,
0F375QDJRSVQC0GGSGTNZ0FFXX,479,2300344,2022-08-12 23:16:55 UTC,,,
0F375R2K2MAFFW96M0FG4XEX3T,484,2300344,2022-08-12 23:18:04 UTC,,,
0F375RQS88YSJGKAGT0YQXTMNA,478,2300344,2022-08-12 23:19:14 UTC,,,
0F375SCPRSPGNGTD9XHG5K4PH1,475,2300344,2022-08-12 23:20:22 UTC,,,
0F375T1SGGSB781B29Q1QWCVWQ,467,2300344,2022-08-12 23:21:31 UTC,,,
0F375TQ17NXB50CDJ7HTKBFKNS,464,2300344,2022-08-12 23:22:41 UTC,,,
0F375VC7X3AZB0MDB72BSRC1YP,462,2300344,2022-08-12 23:23:50 UTC,,,
0F375W198T8R5NV0S0P0FCP57A,469,2300344,2022-08-12 23:24:59 UTC,,,
0F375WPA3RC8FG68TKK9X3ES42,466,2300344,2022-08-12 23:26:08 UTC,,,
0F375XBN1HEM6B0AE6NC37AP26,467,2300344,2022-08-12 23:27:18 UTC,,,
0F375Y0TVYGGWPKSNC63E09E6V,467,2300344,2022-08-12 23:28:28 UTC,,,
0F375YNT3K82Y58CF72H8BRPBZ,477,2300344,2022-08-12 23:29:36 UTC,,,
0F375ZAW7437D8YD9TK32V6ZTC,473,2300344,2022-08-12 23:30:45 UTC,,,
0F376001THB647TVC2ARGSM3BZ,486,2300344,2022-08-12 23:31:55 UTC,,,
0F3760MYS41GR8W5SHX48EG9JH,474,2300344,2022-08-12 23:33:03 UTC,,,
0F379QE1C53JKH74XFZQZJZTXS,483,2300344,2022-08-13 03:00:39 UTC,,,
0F379R2TX9MP6BAS04EWC45GV0,474,2300344,2022-08-13 03:01:47 UTC,,,
0F379V619YRXTR11N9DFK312VA,458,2300344,2022-08-13 03:07:12 UTC,,,
0F379VC1FPPPK52CPFECSE4BWB,458,2300344,2022-08-13 03:07:32 UTC,,,
0F379VHJ4WY2T9NVGB0CGXE6NR,458,2300344,2022-08-13 03:07:50 UTC,,,
0F379VQBCRP1E83QXEDQ551EZ2,469,2300344,2022-08-13 03:08:09 UTC,,,
0F379VX6HQ87KXQ882DW6KFV60,469,2300344,2022-08-13 03:08:28 UTC,,,
0F379W2KQ6MSSZNMB7EQF38N3V,469,2300344,2022-08-13 03:08:46 UTC,,,
0F379W8QBXQH4HAB3DM3R7Z6JF,473,2300344,2022-08-13 03:09:06 UTC,,,
0F379WEDHC3EM1EY0MDDNXAXS7,473,2300344,2022-08-13 03:09:24 UTC,,,
0F379WKS0903AKT15JR4JFMDZ2,473,2300344,2022-08-13 03:09:42 UTC,,,
0F379WSCBTKETCMERDD3AJP49B,473,2300344,2022-08-13 03:10:00 UTC,,,
0F379WYMW0JW2SC7FW41KHY21C,466,2300344,2022-08-13 03:10:17 UTC,,,
0F379X4EVXMA9ZC000YZCYBP5F,466,2300344,2022-08-13 03:10:36 UTC,,,
0F379XAAK7H2JXHGE6KVR49GTJ,466,2300344,2022-08-13 03:10:56 UTC,,,
0F379XFW4W39NZQBBRETGJ271C,457,2300344,2022-08-13 03:11:14 UTC,,,
0F379XNV2AV95063GFM72NAF8Q,457,2300344,2022-08-13 03:11:33 UTC,,,
0F379XVPCRRWJDRZCP37CPTNDF,457,2300344,2022-08-13 03:11:53 UTC,,,
0F379Y1A1X1CD4RDC8W292NJYW,461,2300344,2022-08-13 03:12:11 UTC,,,
0F379Y762PZT9Z4SWR5QFPEFVZ,461,2300344,2022-08-13 03:12:30 UTC,,,
0F379YD89Q67D4BPXHEC8Z7SB5,461,2300344,2022-08-13 03:12:50 UTC,,,
0F379YV50SSM2M1K8C5R1JRRTD,460,2300344,2022-08-13 03:13:36 UTC,,,
0F379Z0MMQNCJM94G5CJC4WA7B,460,2300344,2022-08-13 03:13:54 UTC,,,
0F379Z6GJT4CMNYK6Z8X16VRG4,462,2300344,2022-08-13 03:14:13 UTC,,,
